Chargeback Reference Number,Transaction Date,Filing Date,Settlement Date,Issuer Bank,Merchant Name,Merchant Category,Transaction Amount,Currency,Reason Code,Chargeback Stage,Status,Analyst,SLA Met,Days to File,Days to Resolve,Resolution Channel,Merchant Risk Score,Transaction Type,Card Type,Customer Segment,Fraudulent Transaction,Fraud Type,Case Urgency,Cardholder Country
CBR198886,2023-08-31,2023-09-24,2023-09-12,OCBC,FamilyMart,Grocery,1809.53,CHF,R110 Customer Dispute,Arbitration,Won,Akmal Danial,Yes,24,12,In-House Review,74,POS,Prepaid,Regular,No,-,Medium,Thailand
CBR444622,2023-10-28,2023-11-14,2023-11-13,HSBC,Traveloka,Travel,1428.18,ZAR,R113 Unauthorized Recurring Charge,Arbitration,Won,Nadiah Saat,Yes,17,1,Manual Investigation,33,POS,Prepaid,Regular,Yes,Friendly Fraud,High,Vietnam
CBR127223,2025-04-19,2025-07-08,2025-05-04,HSBC,AEON,Grocery,1064.85,JPY,R108 Credit Not Processed,Arbitration,Won,Nadiah Saat,No,80,65,Manual Investigation,73,Subscription,Debit,Regular,No,-,Medium,Malaysia
CBR398090,2025-05-01,2025-07-27,2025-05-29,HSBC,H&M,Fashion,1511.2,SGD,R104 Duplicate Charge,Pre-Arbitration,Withdrawn by Cardholder,Shazlin Suhaime,No,87,59,Automated Dispute System,45,Wallet,Prepaid,Business,No,-,Medium,Malaysia
CBR814407,2024-12-02,2024-12-21,2024-12-19,Maybank,Booking.com,Travel,157.56,SGD,R109 Fraudulent Activity,Arbitration,Lost,Shazlin Suhaime,Yes,19,2,Automated Dispute System,90,QR,Credit,Business,Yes,Phishing,High,United States
CBR813702,2024-01-20,2024-04-23,2024-02-14,Public Bank,Nike,Fashion,945.08,AUD,R104 Duplicate Charge,First Chargeback,Withdrawn by Cardholder,Akmal Danial,No,94,69,Issuer Portal,87,QR,Prepaid,Premium,No,-,Medium,Indonesia
CBR227916,2024-05-10,2024-08-24,2024-06-04,HSBC,KFC,Food & Beverage,1359.27,SGD,R102 Services Not Received,Pre-Arbitration,Lost,Nadiah Saat,No,106,81,In-House Review,31,Online,Prepaid,Regular,No,-,Medium,Malaysia
CBR513316,2025-09-11,2025-11-19,2025-09-27,CIMB,Malaysia Airlines,Travel,340.78,SGD,R106 Incorrect Amount,First Chargeback,Withdrawn by Cardholder,Nadiah Saat,No,69,53,Merchant Coordination,63,QR,Prepaid,Regular,No,-,Medium,Malaysia
CBR491704,2025-09-04,2025-12-21,2025-09-30,OCBC,TNG eWallet,Transport,1369.01,ZAR,R108 Credit Not Processed,Arbitration,Arbitration Filed,Nadiah Saat,No,108,82,In-House Review,39,Online,Debit,Business,No,-,Medium,Malaysia
CBR719014,2025-06-25,2025-08-09,2025-07-14,AmBank,Mydin,Grocery,85.5,ZAR,R111 Technical Error,Arbitration,Timed Out,Shazlin Suhaime,Yes,45,26,Issuer Portal,59,Wallet,Debit,Business,No,-,Low,Malaysia
CBR211222,2025-07-01,2025-09-23,2025-07-29,HSBC,Watsons,Retail,486.63,PHP,R105 Cancelled Subscription,Arbitration,Won,Akmal Danial,No,84,56,In-House Review,48,POS,Credit,Regular,No,-,Low,Malaysia
CBR977634,2025-04-24,2025-05-28,2025-05-23,HSBC,Starbucks,Food & Beverage,390.32,JPY,R113 Unauthorized Recurring Charge,Pre-Arbitration,Won,Shazlin Suhaime,Yes,34,5,Merchant Coordination,60,QR,Debit,Business,Yes,Friendly Fraud,Low,Malaysia
CBR439254,2024-07-19,2024-09-14,2024-07-30,AmBank,Texas Chicken,Food & Beverage,1579.66,PHP,R115 Payment Method Error,First Chargeback,Under Review,Shazlin Suhaime,No,57,46,Issuer Portal,33,Wallet,Prepaid,Premium,No,-,Medium,Malaysia
CBR261245,2023-09-04,2023-12-14,2023-09-27,Maybank,Traveloka,Travel,983.15,USD,R102 Services Not Received,Arbitration,Timed Out,Nadiah Saat,No,101,78,Manual Investigation,74,Online,Debit,Business,No,-,Medium,Hong Kong
CBR130277,2023-08-07,2023-10-02,2023-08-25,Bank Islam,YouTube Premium,Subscription,78.02,NZD,R104 Duplicate Charge,Arbitration,Arbitration Closed,Akmal Danial,Yes,56,38,In-House Review,79,Online,Credit,Regular,Yes,Account Takeover,Medium,Hong Kong
CBR185000,2024-12-17,2025-02-20,2025-01-02,AmBank,Spotify,Subscription,727.16,HKD,R114 Failed Delivery,First Chargeback,Representment Received,Nadiah Saat,No,65,49,Automated Dispute System,72,Subscription,Prepaid,Premium,Yes,Stolen Card,High,Japan
CBR582589,2024-03-05,2024-04-12,2024-03-31,Public Bank,Adidas,Fashion,1159.76,THB,R104 Duplicate Charge,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,Yes,38,12,In-House Review,81,POS,Credit,Regular,No,-,Medium,Indonesia
CBR971051,2023-04-17,2023-07-25,2023-05-07,OCBC,MR.DIY,Retail,1167.98,USD,R114 Failed Delivery,Pre-Arbitration,Lost,Akmal Danial,No,99,79,Issuer Portal,63,Wallet,Credit,Regular,No,-,Medium,Thailand
CBR842084,2023-12-22,2024-01-14,2024-01-04,HSBC,Tesco,Grocery,214.62,GBP,R113 Unauthorized Recurring Charge,Arbitration,Arbitration Closed,Akmal Danial,Yes,23,10,Automated Dispute System,62,QR,Debit,Regular,Yes,Friendly Fraud,Medium,Malaysia
CBR791577,2023-03-14,2023-05-08,2023-04-08,UOB,PG Mall,E-commerce,1521.48,EUR,R111 Technical Error,Arbitration,Won,Shazlin Suhaime,Yes,55,30,Merchant Coordination,78,Subscription,Prepaid,Regular,No,-,Medium,Malaysia
CBR603164,2024-08-19,2024-11-01,2024-09-03,Standard Chartered,Netflix,Entertainment,759.65,EUR,R114 Failed Delivery,Pre-Arbitration,Lost,Nadiah Saat,No,74,59,Manual Investigation,89,Online,Debit,Premium,No,-,Medium,Malaysia
CBR576111,2024-07-30,2024-08-31,2024-08-20,Maybank,Nike,Fashion,897.23,AUD,R112 Billing Issue,Arbitration,Won,Akmal Danial,Yes,32,11,Merchant Coordination,30,QR,Credit,Business,No,-,Low,Malaysia
CBR758879,2025-03-10,2025-06-12,2025-03-23,Bank Islam,HBO Go,Subscription,1640.28,SGD,R107 Late Settlement,Pre-Arbitration,Withdrawn by Cardholder,Akmal Danial,No,94,81,Merchant Coordination,56,QR,Debit,Business,No,-,Medium,Malaysia
CBR382400,2025-07-30,2025-09-30,2025-08-06,UOB,Disney+,Entertainment,1396.24,AUD,R103 Goods Not as Described,Pre-Arbitration,Lost,Shazlin Suhaime,No,62,55,Manual Investigation,80,POS,Debit,Business,No,-,Medium,Malaysia
CBR723068,2025-11-13,2025-12-09,2025-11-24,RHB,Amazon,E-commerce,125.56,USD,R110 Customer Dispute,First Chargeback,Won,Nadiah Saat,Yes,26,15,Merchant Coordination,37,Subscription,Debit,Premium,No,-,Low,Indonesia
CBR789969,2023-03-02,2023-04-23,2023-03-27,UOB,Disney+,Entertainment,1866.73,IDR,R113 Unauthorized Recurring Charge,First Chargeback,Won,Akmal Danial,Yes,52,27,Automated Dispute System,69,Wallet,Debit,Business,Yes,Friendly Fraud,High,Malaysia
CBR106087,2024-09-03,2024-10-27,2024-09-20,Bank Islam,Watsons,Retail,318.51,ZAR,R106 Incorrect Amount,First Chargeback,Lost,Akmal Danial,Yes,54,37,Automated Dispute System,32,Wallet,Credit,Premium,No,-,Low,Malaysia
CBR445429,2023-09-25,2023-11-27,2023-10-21,RHB,Setel,Transport,193.86,ZAR,R114 Failed Delivery,First Chargeback,Additional Info Requested,Nadiah Saat,Yes,63,37,Issuer Portal,31,Subscription,Credit,Premium,No,-,Low,Malaysia
CBR145976,2023-10-04,2023-11-02,2023-10-15,UOB,Amazon,E-commerce,527.84,CAD,R109 Fraudulent Activity,Arbitration,Arbitration Closed,Akmal Danial,Yes,29,18,Manual Investigation,50,Subscription,Prepaid,Premium,Yes,Account Takeover,High,Singapore
CBR788047,2025-03-08,2025-05-24,2025-03-27,AmBank,Klook,Travel,632.25,USD,R111 Technical Error,First Chargeback,Won,Akmal Danial,No,77,58,Manual Investigation,89,Subscription,Prepaid,Business,No,-,Medium,Singapore
CBR752596,2025-01-14,2025-02-28,2025-01-31,Standard Chartered,TNG eWallet,Transport,1411.53,CNY,R101 Unauthorized Transaction,First Chargeback,Withdrawn by Cardholder,Shazlin Suhaime,Yes,45,28,Merchant Coordination,89,POS,Debit,Regular,Yes,Stolen Card,High,Vietnam
CBR575111,2024-12-03,2025-01-29,2024-12-27,Maybank,Popular,Retail,1679.13,CAD,R104 Duplicate Charge,Arbitration,Arbitration Filed,Akmal Danial,Yes,57,33,Merchant Coordination,66,Online,Debit,Regular,No,-,Medium,Thailand
CBR440698,2023-09-22,2023-12-10,2023-10-16,Bank Islam,Econsave,Grocery,922.02,GBP,R111 Technical Error,Arbitration,Lost,Shazlin Suhaime,No,79,55,Merchant Coordination,46,Online,Prepaid,Business,No,-,Low,Malaysia
CBR867080,2025-01-14,2025-02-13,2025-01-29,RHB,Guardian,Retail,402.83,AED,R109 Fraudulent Activity,First Chargeback,Lost,Shazlin Suhaime,Yes,30,15,In-House Review,82,Wallet,Prepaid,Regular,Yes,Friendly Fraud,High,Malaysia
CBR869989,2024-05-07,2024-05-28,2024-05-15,RHB,FamilyMart,Grocery,615.08,MYR,R109 Fraudulent Activity,Arbitration,Lost,Nadiah Saat,Yes,21,13,In-House Review,52,Wallet,Debit,Premium,Yes,Stolen Card,High,Philippines
CBR935750,2023-02-13,2023-03-25,2023-03-01,RHB,Apple Music,Subscription,320.29,MYR,R103 Goods Not as Described,First Chargeback,Lost,Akmal Danial,Yes,40,24,Merchant Coordination,53,Online,Debit,Regular,No,-,Low,United Kingdom
CBR696805,2024-10-19,2025-01-04,2024-11-04,Bank Islam,Netflix,Entertainment,793.62,MYR,R105 Cancelled Subscription,Pre-Arbitration,Pre-Arbitration Rejected,Akmal Danial,No,77,61,In-House Review,51,POS,Debit,Business,No,-,Low,Vietnam
CBR235602,2024-08-18,2024-11-04,2024-09-15,Maybank,McDonald,Food & Beverage,1621.0,GBP,R110 Customer Dispute,Pre-Arbitration,Won,Nadiah Saat,No,78,50,Merchant Coordination,34,QR,Prepaid,Regular,No,-,Medium,Malaysia
CBR321634,2023-04-09,2023-06-27,2023-04-16,HSBC,Klook,Travel,809.76,USD,R102 Services Not Received,First Chargeback,Won,Nadiah Saat,No,79,72,Automated Dispute System,49,Subscription,Prepaid,Business,Yes,Stolen Card,High,Malaysia
CBR151047,2023-07-25,2023-08-26,2023-08-03,UOB,eBay,E-commerce,1204.74,CAD,R109 Fraudulent Activity,Arbitration,Arbitration Closed,Akmal Danial,Yes,32,23,Manual Investigation,54,Subscription,Prepaid,Business,Yes,Account Takeover,High,Malaysia
CBR940494,2025-06-15,2025-09-03,2025-06-28,UOB,Klook,Travel,648.49,AUD,R108 Credit Not Processed,Arbitration,Arbitration Filed,Akmal Danial,No,80,67,Merchant Coordination,39,Wallet,Debit,Business,No,-,Low,Singapore
CBR774909,2023-03-10,2023-05-24,2023-03-18,AmBank,H&M,Fashion,1819.74,INR,R102 Services Not Received,First Chargeback,Timed Out,Akmal Danial,No,75,67,Issuer Portal,58,QR,Debit,Regular,No,-,Medium,Indonesia
CBR396698,2025-09-01,2025-11-09,2025-09-27,UOB,Boost Juice,Food & Beverage,337.59,PHP,R104 Duplicate Charge,First Chargeback,Won,Nadiah Saat,Yes,69,43,In-House Review,46,Wallet,Credit,Premium,No,-,Low,Singapore
CBR438869,2024-07-17,2024-09-30,2024-08-02,OCBC,TNG eWallet,Transport,293.04,ZAR,R106 Incorrect Amount,Pre-Arbitration,Won,Akmal Danial,No,75,59,In-House Review,52,Subscription,Credit,Premium,No,-,Low,Indonesia
CBR936917,2023-03-07,2023-06-28,2023-04-05,Public Bank,Texas Chicken,Food & Beverage,33.01,CHF,R106 Incorrect Amount,First Chargeback,Won,Shazlin Suhaime,No,113,84,Issuer Portal,61,POS,Credit,Regular,No,-,Medium,India
CBR158232,2023-09-03,2023-11-11,2023-09-21,Public Bank,McDonald,Food & Beverage,1063.17,INR,R111 Technical Error,Arbitration,Won,Shazlin Suhaime,No,69,51,Issuer Portal,55,Online,Credit,Regular,No,-,Medium,Singapore
CBR879930,2024-09-23,2024-11-29,2024-10-10,CIMB,AEON,Grocery,1666.38,PHP,R103 Goods Not as Described,First Chargeback,Won,Nadiah Saat,No,67,50,In-House Review,48,Subscription,Credit,Business,No,-,Medium,Thailand
CBR174159,2024-09-19,2024-12-06,2024-09-26,Standard Chartered,McDonald,Food & Beverage,578.1,CHF,R115 Payment Method Error,First Chargeback,Won,Nadiah Saat,No,78,71,In-House Review,88,Subscription,Debit,Premium,No,-,Medium,United Kingdom
CBR673734,2024-05-15,2024-06-24,2024-05-26,CIMB,Uniqlo,Fashion,1060.12,BDT,R111 Technical Error,First Chargeback,Merchant Refunded,Nadiah Saat,Yes,40,29,Issuer Portal,34,POS,Debit,Regular,No,-,Medium,Australia
CBR731548,2024-08-02,2024-09-07,2024-08-19,CIMB,Spotify,Subscription,710.34,CHF,R101 Unauthorized Transaction,First Chargeback,Lost,Nadiah Saat,Yes,36,19,Issuer Portal,37,QR,Prepaid,Business,Yes,Stolen Card,High,Vietnam
CBR499917,2025-04-23,2025-05-17,2025-04-30,AmBank,KFC,Food & Beverage,1740.52,BDT,R106 Incorrect Amount,Arbitration,Lost,Nadiah Saat,Yes,24,17,Merchant Coordination,86,Wallet,Credit,Premium,No,-,Medium,Thailand
CBR197046,2023-12-11,2024-01-24,2024-01-06,Standard Chartered,AirAsia,Travel,1726.54,USD,R107 Late Settlement,First Chargeback,Won,Akmal Danial,Yes,44,18,Manual Investigation,71,POS,Prepaid,Business,No,-,Medium,Philippines
CBR518233,2024-11-14,2024-12-14,2024-11-23,Bank Islam,MAXIS,Telecom,1573.66,SGD,R111 Technical Error,First Chargeback,Won,Shazlin Suhaime,Yes,30,21,Merchant Coordination,57,POS,Credit,Business,No,-,Medium,Philippines
CBR367558,2023-07-31,2023-10-13,2023-08-13,OCBC,Celcom,Telecom,1299.66,USD,R104 Duplicate Charge,First Chargeback,Representment Received,Akmal Danial,No,74,61,Issuer Portal,46,Online,Debit,Regular,No,-,Medium,Thailand
CBR286657,2023-05-06,2023-05-24,2023-05-15,RHB,Uniqlo,Fashion,889.92,EUR,R115 Payment Method Error,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,Yes,18,9,Manual Investigation,83,Wallet,Debit,Regular,Yes,Stolen Card,High,Thailand
CBR351742,2023-03-31,2023-06-02,2023-04-21,UOB,KFC,Food & Beverage,1857.25,THB,R102 Services Not Received,Pre-Arbitration,Withdrawn by Cardholder,Shazlin Suhaime,Yes,63,42,Issuer Portal,55,Online,Credit,Regular,No,-,Medium,Hong Kong
CBR908323,2023-08-01,2023-09-17,2023-08-28,Public Bank,Uniqlo,Fashion,57.06,THB,R113 Unauthorized Recurring Charge,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,Yes,47,20,Merchant Coordination,90,POS,Debit,Business,Yes,Friendly Fraud,High,Malaysia
CBR518295,2024-08-08,2024-09-22,2024-08-30,Standard Chartered,MR.DIY,Retail,1916.13,USD,R110 Customer Dispute,First Chargeback,Additional Info Requested,Nadiah Saat,Yes,45,23,In-House Review,40,POS,Prepaid,Regular,No,-,Medium,Malaysia
CBR193520,2023-08-20,2023-11-30,2023-09-04,RHB,Domino,Food & Beverage,1043.99,HKD,R102 Services Not Received,Arbitration,Lost,Shazlin Suhaime,No,102,87,Automated Dispute System,88,Online,Credit,Business,No,-,Medium,Malaysia
CBR121508,2024-06-09,2024-07-29,2024-06-19,Bank Islam,Charles & Keith,Fashion,1030.75,GBP,R105 Cancelled Subscription,Pre-Arbitration,Pending Arbitration,Nadiah Saat,Yes,50,40,Automated Dispute System,63,Wallet,Debit,Premium,No,-,Medium,Thailand
CBR993749,2024-09-06,2024-12-11,2024-09-23,RHB,Econsave,Grocery,1252.13,SGD,R102 Services Not Received,Arbitration,Timed Out,Akmal Danial,No,96,79,Manual Investigation,63,POS,Credit,Business,No,-,Medium,Australia
CBR318337,2024-09-19,2024-11-16,2024-10-13,UOB,Watsons,Retail,1873.71,HKD,R106 Incorrect Amount,Pre-Arbitration,Withdrawn by Cardholder,Shazlin Suhaime,Yes,58,34,Merchant Coordination,32,Subscription,Prepaid,Regular,No,-,Medium,Singapore
CBR270855,2025-07-18,2025-08-16,2025-07-27,UOB,Starbucks,Food & Beverage,265.05,CNY,R108 Credit Not Processed,First Chargeback,Won,Akmal Danial,Yes,29,20,Merchant Coordination,59,Online,Credit,Business,No,-,Low,Malaysia
CBR507374,2023-05-01,2023-05-22,2023-05-17,Public Bank,Trip.com,Travel,1051.16,IDR,R109 Fraudulent Activity,Arbitration,Lost,Akmal Danial,Yes,21,5,Automated Dispute System,45,Wallet,Debit,Regular,Yes,Friendly Fraud,High,Malaysia
CBR917357,2025-08-14,2025-09-11,2025-08-27,OCBC,Texas Chicken,Food & Beverage,1370.98,THB,R108 Credit Not Processed,First Chargeback,Under Review,Nadiah Saat,Yes,28,15,Automated Dispute System,52,QR,Credit,Regular,No,-,Medium,Malaysia
CBR521943,2025-04-18,2025-05-18,2025-05-08,Standard Chartered,Starbucks,Food & Beverage,123.91,CNY,R106 Incorrect Amount,Pre-Arbitration,Won,Akmal Danial,Yes,30,10,Merchant Coordination,47,POS,Debit,Premium,No,-,Low,Indonesia
CBR398776,2023-07-30,2023-09-30,2023-08-14,Bank Islam,Adidas,Fashion,1424.74,SGD,R110 Customer Dispute,First Chargeback,Won,Akmal Danial,No,62,47,Merchant Coordination,56,Subscription,Credit,Regular,No,-,Medium,Thailand
CBR778604,2025-05-19,2025-08-30,2025-06-15,Bank Islam,foodpanda,Food & Beverage,1192.98,AED,R112 Billing Issue,Arbitration,Timed Out,Shazlin Suhaime,No,103,76,Manual Investigation,75,POS,Prepaid,Business,No,-,Medium,Japan
CBR889114,2024-10-24,2025-01-24,2024-11-14,RHB,Sephora,E-commerce,1798.62,SGD,R111 Technical Error,Pre-Arbitration,Won,Akmal Danial,No,92,71,Issuer Portal,44,Subscription,Debit,Regular,No,-,Medium,United Kingdom
CBR785836,2024-05-07,2024-06-03,2024-05-30,Bank Islam,Charles & Keith,Fashion,60.04,CHF,R109 Fraudulent Activity,First Chargeback,Won,Shazlin Suhaime,Yes,27,4,Issuer Portal,65,POS,Credit,Premium,Yes,Stolen Card,Medium,Malaysia
CBR261621,2023-01-01,2023-01-29,2023-01-08,HSBC,Viu,Entertainment,1844.78,HKD,R113 Unauthorized Recurring Charge,Pre-Arbitration,Lost,Akmal Danial,Yes,28,21,Issuer Portal,33,Wallet,Debit,Regular,Yes,Friendly Fraud,High,Malaysia
CBR226460,2025-03-25,2025-05-17,2025-04-06,AmBank,Setel,Transport,714.13,EUR,R104 Duplicate Charge,Arbitration,Arbitration Closed,Shazlin Suhaime,Yes,53,41,Issuer Portal,47,Subscription,Debit,Business,No,-,Low,Thailand
CBR413048,2024-10-10,2024-12-28,2024-11-04,Public Bank,Apple Music,Subscription,1737.09,NZD,R102 Services Not Received,Pre-Arbitration,Won,Nadiah Saat,No,79,54,Merchant Coordination,84,Wallet,Credit,Business,No,-,Medium,Australia
CBR614688,2024-06-15,2024-08-10,2024-06-22,Standard Chartered,Agoda,Travel,1875.69,JPY,R108 Credit Not Processed,Pre-Arbitration,Lost,Shazlin Suhaime,No,56,49,Manual Investigation,43,Wallet,Prepaid,Premium,No,-,Medium,India
CBR940014,2023-07-10,2023-09-11,2023-08-03,CIMB,TNG eWallet,Transport,546.38,THB,R105 Cancelled Subscription,Arbitration,Lost,Akmal Danial,Yes,63,39,Automated Dispute System,56,QR,Debit,Business,No,-,Low,Malaysia
CBR553360,2024-07-01,2024-10-12,2024-07-29,RHB,eBay,E-commerce,318.99,SGD,R105 Cancelled Subscription,First Chargeback,Additional Info Requested,Shazlin Suhaime,No,103,75,In-House Review,35,Online,Prepaid,Regular,No,-,Low,Malaysia
CBR871635,2024-07-08,2024-08-13,2024-07-19,Bank Islam,Econsave,Grocery,1921.32,AUD,R115 Payment Method Error,Pre-Arbitration,Pending Arbitration,Shazlin Suhaime,Yes,36,25,Automated Dispute System,64,Subscription,Debit,Regular,No,-,Medium,South Korea
CBR945522,2025-10-23,2025-11-15,2025-11-06,Standard Chartered,Starbucks,Food & Beverage,437.17,AUD,R113 Unauthorized Recurring Charge,Pre-Arbitration,Pre-Arbitration Submitted,Shazlin Suhaime,Yes,23,9,In-House Review,81,Wallet,Prepaid,Business,Yes,Friendly Fraud,High,Australia
CBR425164,2023-11-20,2024-01-12,2023-12-16,HSBC,Digi,Telecom,867.84,BDT,R109 Fraudulent Activity,Arbitration,Lost,Akmal Danial,Yes,53,27,Merchant Coordination,73,POS,Debit,Business,Yes,Account Takeover,High,Malaysia
CBR818234,2025-07-24,2025-09-07,2025-08-20,Standard Chartered,IKEA,Retail,1596.85,GBP,R109 Fraudulent Activity,Pre-Arbitration,Won,Akmal Danial,Yes,45,18,Issuer Portal,74,Online,Credit,Premium,Yes,Phishing,High,India
CBR732829,2023-09-26,2023-12-23,2023-10-13,Bank Islam,Astro,Subscription,567.23,EUR,R105 Cancelled Subscription,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,No,88,71,Merchant Coordination,49,QR,Prepaid,Business,No,-,Low,South Korea
CBR237664,2023-10-25,2023-12-26,2023-11-03,OCBC,Trip.com,Travel,563.5,CAD,R115 Payment Method Error,Arbitration,Arbitration Closed,Shazlin Suhaime,No,62,53,In-House Review,33,QR,Debit,Premium,No,-,Low,Malaysia
CBR476485,2024-08-28,2024-09-17,2024-09-16,Standard Chartered,Viu,Entertainment,1772.52,PHP,R109 Fraudulent Activity,Arbitration,Lost,Akmal Danial,Yes,20,1,Manual Investigation,41,POS,Credit,Business,Yes,Account Takeover,High,Malaysia
CBR797848,2023-11-30,2024-03-23,2023-12-24,Public Bank,eBay,E-commerce,1087.93,THB,R104 Duplicate Charge,Arbitration,Arbitration Closed,Shazlin Suhaime,No,114,90,Issuer Portal,32,Online,Prepaid,Business,No,-,Medium,India
CBR200780,2024-04-19,2024-06-19,2024-05-09,UOB,Amazon,E-commerce,139.11,NZD,R110 Customer Dispute,Arbitration,Won,Akmal Danial,Yes,61,41,Manual Investigation,87,Online,Credit,Premium,No,-,Medium,Thailand
CBR972470,2025-11-20,2025-12-21,2025-12-08,Standard Chartered,AirAsia,Travel,1382.48,USD,R103 Goods Not as Described,Pre-Arbitration,Pre-Arbitration Submitted,Shazlin Suhaime,Yes,31,13,Merchant Coordination,66,POS,Credit,Regular,No,-,Medium,India
CBR485306,2025-10-17,2025-11-30,2025-11-02,Bank Islam,HBO Go,Subscription,736.31,CNY,R105 Cancelled Subscription,Arbitration,Arbitration Filed,Akmal Danial,Yes,44,28,Issuer Portal,51,POS,Debit,Business,No,-,Low,Malaysia
CBR637555,2024-06-10,2024-07-30,2024-07-04,RHB,HBO Go,Subscription,764.08,AUD,R101 Unauthorized Transaction,Arbitration,Lost,Akmal Danial,Yes,50,26,Automated Dispute System,39,Wallet,Credit,Business,Yes,Account Takeover,High,Malaysia
CBR309580,2023-12-11,2024-01-12,2023-12-20,RHB,Shopee,E-commerce,74.15,INR,R111 Technical Error,Pre-Arbitration,Pre-Arbitration Submitted,Nadiah Saat,Yes,32,23,Merchant Coordination,73,Subscription,Debit,Regular,No,-,Medium,Malaysia
CBR613406,2025-11-17,2025-12-16,2025-12-09,Public Bank,FamilyMart,Grocery,86.9,AED,R108 Credit Not Processed,Arbitration,Won,Nadiah Saat,Yes,29,7,Issuer Portal,87,Online,Credit,Premium,No,-,Medium,Indonesia
CBR567080,2024-05-22,2024-07-01,2024-06-06,AmBank,Spotify,Subscription,1751.66,CNY,R113 Unauthorized Recurring Charge,Pre-Arbitration,Pre-Arbitration Submitted,Akmal Danial,Yes,40,25,Issuer Portal,89,POS,Debit,Regular,Yes,Friendly Fraud,High,Malaysia
CBR506941,2023-06-26,2023-08-03,2023-07-03,Bank Islam,H&M,Fashion,1727.82,AED,R110 Customer Dispute,Pre-Arbitration,Withdrawn by Cardholder,Shazlin Suhaime,Yes,38,31,Merchant Coordination,76,Subscription,Credit,Business,No,-,Medium,United States
CBR599583,2023-03-12,2023-04-11,2023-03-21,Standard Chartered,Agoda,Travel,523.47,IDR,R102 Services Not Received,Arbitration,Lost,Nadiah Saat,Yes,30,21,Manual Investigation,77,Wallet,Prepaid,Regular,No,-,Medium,Singapore
CBR381521,2024-04-11,2024-07-14,2024-05-07,OCBC,Charles & Keith,Fashion,1103.92,CNY,R103 Goods Not as Described,First Chargeback,Submitted,Akmal Danial,No,94,68,Merchant Coordination,86,QR,Debit,Regular,Yes,Phishing,High,Malaysia
CBR690408,2023-11-25,2024-02-15,2023-12-22,OCBC,Mydin,Grocery,581.31,AUD,R106 Incorrect Amount,Pre-Arbitration,Lost,Shazlin Suhaime,No,82,55,Manual Investigation,84,Online,Credit,Premium,No,-,Medium,India
